"SERIAL","REF","QUESTNNR","MODE","STARTED","GQ02","GQ02_01","GQ02_02","GQ02_03","GQ02_04","GQ02_05","GQ02_06","GQ02_09","GQ02_10","GQ02_07","GQ02_07a","BI01","BI02","BI04_01","BI05","BI05_01","BI05_02","BI05_03","BI05_04","BI05_05","BI05_06","BI05_07","BI05_08","BI05_09","BI05_10","BI05_11","BI05_12","BI05_13","BI05_14","BI05_15","BI05_16","BI05_17","BI05_18","BI05_19","BI05_20","BI05_21","BI05_22","BI05_23","BI05_24","BI05_27","BI05_25","BI05_25a","BI05_26","BI06_01","BI07","BI08","BI08_01","BI08_02","BI08_03","BI08_04","BI08_05","BI08_06","BI08_07","BI08_08","BI08_09","BI08_10","BI08_11","BI08_11a","BI08_12","BI09","BI09_01","BI09_01a","BI09_02","BI09_03","BI09_04","BI09_05","BI09_06","BI09_07","BI09_08","BI09_08a","BI10","BI11","PR01","PR01_01","PR01_02","PR01_03","PR01_04","PR01_05","PR01_05a","PR01_06","PR03","PR07_02","PR07_03","PR07_04","PR07_05","PR07_06","PR07_07","PR07_08","PR07_09","PR07_10","PR07_01","DS04","DS09","DS10","DS11","DS11_01","DS11_02","DS11_03","DS11_04","DS11_05","DS11_06","DS11_06a","DS13_01","DS13_02","DS13_03","DS13_04","DS13_05","DS13_06","DS13_07","DS13_08","DS13_09","DS13_10","DS13_11","DS13_12","DS02_01","DS02_02","DS02_03","DS02_04","DS02_05","DS02_06","NA01","NA01_04","NA02","NA02_06","NA03","NA04","NA05","NA05_01","NA05_02","NA05_03","NA05_04","NA05_05","NA05_06","NA05_06a","NA06","NA07","SP01","SP01_01","SP01_02","SP01_03","SP01_04","SP01_05","SP01_06","SP01_06a","SP01_07","PD01_01","PD10","PD04","PD04_07","PD05_01","PD06","PD06_07","PD06_08","PD07","PD07_06","PD08","PD09","PD09_01","PD09_02","PD09_03","PD12_01","FB01_01","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME"
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 12:26:27,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,1,100,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"BrainVoyager",FALSE,2,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"BrainVoyager",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,5,7,5,1,2,1,3,2,5,1,6,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,6,6,2,4,3,1,5,1,3,5,5,5,6,7,7,4,5,2,1,NA,4,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,51,2,6,NA,25,9,NA,NA,5,NA,1,2,TRUE,TRUE,FALSE,"UK",NA,168103,20,13,20,75,NA,30,NA,15,105,8,78,NA,96,25,NA,12,22,107,32,680,NA,2020-12-04 11:19:12,TRUE,FALSE,20,20,2,0,0.7,2
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 12:36:08,5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,4,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,1,6,6,4,5,6,4,4,5,2,4,2,4,4,2,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,NA,5,6,6,5,4,3,5,4,5,4,4,5,5,5,6,5,3,1,2,NA,6,"mrLoadRet",1,1,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3,2,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,"MGL",FALSE,53,2,1,NA,25,9,NA,NA,10,NA,2,2,TRUE,FALSE,TRUE,"UK","Pre-registration is a misguided approach to avoid poor statistical methods and it's indicative that it is not used in the hard physical sciences where researchers are statistically literate. Moreover it provides a way of claiming precedence for an idea, even if the results don't bear out the findings. The right approach instead is to train researchers - especially those without strong numerate skills - how to do analyses properly, and more importantly, remove the incentives for publishing work that is not supported by data (e.g. move away from the publish or perish mentality, not tie promotion to publications in high impact papers, etc).",7,12,3,6,NA,27,10,NA,11,74,9,64,16,41,26,11,4,15,42,383,394,NA,2020-12-02 12:48:50,TRUE,FALSE,20,20,0,0,1.4,25
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 13:32:29,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,3,6,6,5,7,2,5,5,5,4,5,2,3,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"not sure whether im allowed r not",6,6,5,4,5,3,5,4,6,5,5,7,7,2,5,5,1,3,1,NA,1,NA,1,1,1,NA,FALSE,FALSE,FALSE,FALSE,TRUE,"eeglab",2,2,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,44,2,7,"engineer, psychologist, computer scientist, theoretical physicist, cognitive scientistt",20,9,NA,NA,9,NA,3,2,TRUE,TRUE,FALSE,NA,NA,29,10,5,25,NA,7,14,NA,11,50,21,54,26,47,16,15,11,6,86,11,444,NA,2020-12-02 13:39:53,TRUE,FALSE,20,20,3,1,1.23,16
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 14:06:51,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"we have a standardised data structure in our lab",4,NA,2,FALSE,FALSE,TRUE,FALSE,TRUE,"upload of all project and analysis plans to own git server",FALSE,2,2,5,2,2,2,2,2,5,2,3,1,2,4,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,2,3,5,5,2,2,2,2,2,2,2,5,1,4,4,6,5,2,2,NA,1,NA,1,1,2,NA,TRUE,FALSE,FALSE,TRUE,FALSE,NA,1,2,3,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,52,1,4,NA,20,9,NA,NA,5,NA,6,3,TRUE,TRUE,TRUE,NA,NA,4,13,10,208,NA,63,338,NA,97,102,10,114,34,125,45,25,8,12,76,29,750,NA,2020-12-02 14:28:44,TRUE,FALSE,20,20,3,1,0.74,13
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 14:06:51,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1,1,150,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Do not know",FALSE,4,5,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,TRUE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,4,2,1,1,5,1,1,1,1,5,6,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,6,1,1,1,1,1,3,2,1,1,1,7,5,1,1,1,1,2,NA,1,NA,3,1,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,38,1,3,NA,15,7,"Neuroscience",NA,10,NA,2,2,TRUE,TRUE,FALSE,"Sweden",NA,3965,8,2,3,84,NA,10,NA,9,35,4,21,NA,25,14,7,4,6,47,10,311,NA,2020-12-02 15:17:45,TRUE,FALSE,20,20,2,0,1.92,55
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 14:25:40,4,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3,NA,1,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,3,2,5,2,2,2,2,2,2,1,6,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,5,2,6,2,5,2,2,6,2,2,6,6,2,2,1,NA,1,NA,3,1,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,38,2,2,NA,10,9,NA,NA,5,NA,2,1,TRUE,FALSE,FALSE,NA,NA,22,14,27,12,NA,28,21,NA,22,99,10,107,NA,142,52,20,16,25,148,28,793,NA,2020-12-02 14:38:53,TRUE,FALSE,20,20,4,1,0.68,0
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 14:34:04,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"QSM",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,4,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,3,5,5,3,5,4,4,4,4,4,5,1,4,4,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,5,5,4,4,2,3,4,3,4,4,5,4,4,4,6,6,3,1,1,NA,1,NA,2,1,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"NNL",FALSE,48,1,3,NA,20,7,"neuroradiology",NA,5,NA,1,3,TRUE,TRUE,TRUE,NA,NA,17,20,46,9,NA,12,82,NA,49,121,8,128,30,89,29,10,10,17,91,2,729,NA,2020-12-02 14:46:54,TRUE,FALSE,20,20,3,1,0.97,25
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 14:44:38,6,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,4,NA,3,FALSE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,5,6,6,5,5,2,5,6,7,1,5,2,3,5,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,6,2,5,6,4,2,2,1,4,4,4,4,5,6,6,5,5,3,1,NA,1,NA,1,1,2,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,2,2,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,51,1,4,NA,26,9,NA,NA,5,NA,2,2,TRUE,TRUE,FALSE,NA,NA,7087,579,5,9,NA,21,14,NA,26,73,6,62,17,130,33,12,7,27,51,10,538,NA,2020-12-02 17:00:47,TRUE,FALSE,20,20,3,1,0.97,9
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 14:58:28,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,1,500,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,3,5,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,2,5,7,4,5,1,5,5,7,1,1,1,2,3,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,6,6,7,6,5,1,4,1,6,6,5,7,4,6,3,6,1,6,1,NA,1,NA,2,1,1,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,4,2,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,51,2,6,NA,25,9,NA,NA,5,NA,2,2,TRUE,TRUE,FALSE,"USA","Major issues with data sharing of MRI data include ensuring that the data cannot identify the participants (face identification and other hidden identifiers in image headers), large size of files, complexity of data, continual improvement of analysis software and analysis methods (which makes pre-registration difficult since pre-registered analyses are often outdated once the study is complete), and lack of financial support to store/manage the data and answer inquiries about it once the grant terminates.",24,9,5,17,75,NA,11,NA,26,67,18,71,27,58,24,10,5,16,67,265,546,NA,2020-12-02 15:11:43,TRUE,FALSE,20,20,0,0,1,7
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 15:08:37,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,1,20,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,4,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,4,5,4,6,5,2,6,2,2,4,5,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,5,6,2,2,6,2,6,4,3,3,3,4,4,5,5,5,2,2,3,NA,3,NA,3,1,1,TRUE,FALSE,NA,FALSE,FALSE,FALSE,NA,3,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,39,2,6,NA,12,9,NA,NA,9,NA,2,2,TRUE,FALSE,TRUE,"USA",NA,32163,11,7,35,70,NA,22,NA,10,93,10,461,NA,88,40,6,9,8,137,17,652,NA,2020-12-03 00:21:45,TRUE,FALSE,20,20,2,0,0.91,9
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 15:20:12,3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,1,150,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,3,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,4,5,4,5,3,2,5,4,4,4,4,1,4,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"I am allowed",5,6,6,4,4,4,5,2,5,4,4,6,4,5,5,3,2,2,2,NA,3,NA,2,1,3,TRUE,TRUE,NA,TRUE,FALSE,FALSE,NA,3,2,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,35,1,1,NA,11,9,NA,NA,9,NA,3,1,TRUE,FALSE,FALSE,"Poland",NA,11,10,4,6,112,NA,25,NA,37,93,8,94,45,62,27,18,10,12,62,17,653,NA,2020-12-02 15:31:05,TRUE,FALSE,20,20,2,0,1.03,9
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 15:43:27,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1,1,800,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,1,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,5,4,5,5,4,3,3,1,5,1,5,1,5,3,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,4,3,3,3,5,3,3,1,3,3,3,5,2,5,4,5,4,2,2,NA,2,NA,3,1,1,TRUE,NA,FALSE,FALSE,FALSE,FALSE,NA,3,2,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,64,2,3,NA,35,1,NA,NA,5,NA,3,1,TRUE,FALSE,FALSE,"UK",NA,27,19,8,9,105,NA,13,NA,26,91,8,84,647,65,34,20,10,14,68,13,640,NA,2020-12-02 16:04:28,TRUE,FALSE,20,20,2,0,0.86,3
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 15:52:00,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,FALSE,NA,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,NA,4,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,2,6,6,7,6,3,6,3,2,2,4,2,1,5,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,6,7,4,4,7,2,6,1,5,2,3,7,2,3,5,6,1,2,1,NA,1,NA,1,2,0,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,-9,2,2,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,38,2,2,NA,10,9,NA,NA,5,NA,3,1,TRUE,FALSE,FALSE,"Colombia",NA,20,8,6,7,NA,19,15,NA,10,72,22,71,38,95,47,5,10,17,71,10,543,NA,2020-12-02 16:01:03,TRUE,FALSE,20,20,5,4,1.15,15
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 15:55:30,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,1,1,300,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,4,5,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,FALSE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,5,2,2,1,2,1,1,1,2,1,7,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,1,1,1,1,1,1,1,1,3,7,1,1,1,1,1,2,NA,2,NA,1,1,1,FALSE,NA,FALSE,FALSE,TRUE,FALSE,NA,2,2,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,40,2,6,NA,17,9,NA,NA,9,NA,2,1,TRUE,FALSE,FALSE,"Canada",NA,129,10,4,7,55,NA,13,NA,7,65,5,41,NA,36,18,11,5,7,44,15,472,NA,2020-12-02 16:03:22,TRUE,FALSE,20,20,2,0,1.47,26
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 16:35:51,3,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"facial EMG",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"does it also apply to EEG and fEMG data?",5,NA,2,FALSE,TRUE,FALSE,TRUE,FALSE,NA,FALSE,5,2,5,4,6,1,1,1,3,1,5,1,5,1,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,5,6,5,4,2,1,3,1,5,4,5,1,6,5,3,2,2,1,1,NA,6,"BrainVision and EEGlab",3,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,3,2,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,40,1,7,"Neuroscientist",14,9,NA,NA,9,NA,3,1,TRUE,FALSE,FALSE,"the Netherlands",NA,79,23,4,29,NA,43,12,NA,13,154,12,67,22,64,53,74,14,14,65,13,697,NA,2020-12-02 16:48:26,TRUE,FALSE,20,20,3,2,0.8,3
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 17:23:15,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,5,NA,1,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,1,4,5,4,4,4,4,3,5,4,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,3,NA,6,"in house",3,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,3,2,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,69,2,1,NA,48,9,NA,NA,5,NA,3,1,TRUE,FALSE,FALSE,NA,NA,577,14,5,5,NA,14,11,NA,7,85,22,43,NA,31,36,9,11,8,64,21,408,NA,2020-12-02 17:39:19,TRUE,FALSE,20,20,3,1,1.26,20
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 17:32:16,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3,NA,1,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,4,2,1,1,5,1,2,1,1,1,1,1,4,2,2,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,6,6,5,5,2,1,2,1,5,4,4,4,6,3,6,4,2,1,1,NA,4,NA,1,1,2,TRUE,TRUE,FALSE,NA,FALSE,FALSE,NA,2,2,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,39,2,7,"Cognitive Neuroscience",20,8,NA,"Cognitive Neuroscience",9,NA,2,1,TRUE,FALSE,FALSE,"USA",NA,213,10,6,6,NA,13,10,NA,13,63,6,53,19,49,18,10,11,11,70,25,415,NA,2020-12-02 17:42:22,TRUE,FALSE,20,20,2,0,1.22,16
"~anonymous",NA,"OSQ_Serienmail","interview",2020-12-02 17:58:58,4,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,FALSE,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,3,NA,1,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,3,3,4,1,3,1,3,1,2,1,4,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,1,7,7,4,1,1,1,1,1,4,1,2,3,5,4,7,4,2,3,NA,1,NA,1,1,2,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,2,1,3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,53,1,3,NA,25,9,NA,NA,5,NA,1,3,TRUE,TRUE,TRUE,NA,"Don't think this survey captured my opinions very accurately. I am a strong supporter of Open Science, but have a number of concerns about data sharing and the potential for abuse (which I have been subject to several times including deceit in obtaining data). This does not mean I do not support Open Science. It often seems, as with questionnaires like this, that either you are fully for Open Science or you are somehow against it. Same concerns on preregistration - it has significant and unrecognised potential for abuse/poor quality studies. Doesn't mean it's not a good idea. ",8,10,4,6,NA,18,6,NA,9,34,3,24,NA,37,11,8,3,6,26,145,229,NA,2020-12-02 18:04:56,TRUE,FALSE,20,20,2,1,2.05,55
